漢字,文字コード,コード,その他
仯,JIS X 0213,-,NULL
仯,Shift_JIS-2004,-,NULL
仯,MJ文字図形名,MJ006541,NULL
仯,戸籍統一文字番号,004950,NULL
仯,住基ネット統一文字コード,J+4EEF,NULL
㒰,Unicode,U+34B0,NULL
㒰,JIS X 0213,-,NULL
㒰,Shift_JIS-2004,-,NULL
㒰,MJ文字図形名,MJ000137,NULL
㒰,戸籍統一文字番号,016620,NULL
㒰,住基ネット統一文字コード,-,NULL
伅,Unicode,U+4F05,NULL
伅,JIS X 0213,-,NULL
伅,Shift_JIS-2004,-,NULL
伅,MJ文字図形名,MJ006564,NULL
伅,戸籍統一文字番号,005200,NULL
伅,住基ネット統一文字コード,-,NULL
傠,Unicode,U+50A0,NULL
傠,JIS X 0213,-,NULL
傠,Shift_JIS-2004,-,NULL
傠,MJ文字図形名,MJ007005,NULL
傠,戸籍統一文字番号,011360,NULL
傠,住基ネット統一文字コード,J+50A0,NULL
丢,Unicode,U+4E22,NULL
丢,JIS X 0213,-,NULL
丢,Shift_JIS-2004,-,NULL
丢,MJ文字図形名,MJ006337,NULL
丢,戸籍統一文字番号,001710,NULL
丢,住基ネット統一文字コード,J+4E22,NULL
蒍,Unicode,U+848D,NULL
蒍,JIS X 0213,-,NULL
蒍,Shift_JIS-2004,-,NULL
蒍,戸籍統一文字番号,-,NULL
蒍,住基ネット統一文字コード,-,NULL
吕,Unicode,U+5415,NULL
吕,JIS X 0213,-,NULL
吕,Shift_JIS-2004,-,NULL
吕,MJ文字図形名,-,NULL
吕,戸籍統一文字番号,-,NULL
吕,住基ネット統一文字コード,-,NULL
带,Unicode,U+5E26,NULL
带,JIS X 0213,-,NULL
带,Shift_JIS-2004,-,NULL
带,MJ文字図形名,MJ057423,NULL
带,戸籍統一文字番号,101150,NULL
带,住基ネット統一文字コード,-,NULL
㮊,Unicode,U+3B8A,NULL
㮊,JIS X 0213,-,NULL
㮊,Shift_JIS-2004,-,NULL
㮊,MJ文字図形名,MJ001747,NULL
㮊,戸籍統一文字番号,-,NULL
㮊,住基ネット統一文字コード,J+3B8A,NULL
开,Unicode,U+5F00,NULL
开,JIS X 0213,1-84-17,面区点番号
开,Shift_JIS-2004,EAAF,NULL
开,MJ文字図形名,MJ011123,NULL
开,戸籍統一文字番号,003150,NULL
开,住基ネット統一文字コード,J+5F00,NULL
欵,Unicode,U+6B35,NULL
欵,JIS X 0213,1-86-31,面区点番号
欵,Shift_JIS-2004,EBBD,NULL
欵,MJ文字図形名,MJ014770,NULL
欵,戸籍統一文字番号,182640,NULL
欵,住基ネット統一文字コード,J+6B35,NULL
仳,Unicode,U+4EF3,NULL
仳,JIS X 0213,-,NULL
仳,Shift_JIS-2004,-,NULL
仳,MJ文字図形名,MJ006545,NULL
仳,戸籍統一文字番号,005000,NULL
仳,住基ネット統一文字コード,J+4EF3,NULL
份,Unicode,U+4EFD,NULL
份,JIS X 0213,1-14-09,面区点番号
份,Shift_JIS-2004,87A7,NULL
份,MJ文字図形名,MJ006555,NULL
份,戸籍統一文字番号,005130,NULL
份,住基ネット統一文字コード,J+4EFD,NULL
伕,Unicode,U+4F15,NULL
伕,JIS X 0213,-,NULL
伕,Shift_JIS-2004,-,NULL
伕,MJ文字図形名,MJ006581,NULL
伕,戸籍統一文字番号,005440,NULL
伕,住基ネット統一文字コード,J+4F15,NULL
仿,Unicode,U+4EFF,NULL
仿,JIS X 0213,1-14-10,面区点番号
仿,Shift_JIS-2004,87A8,NULL
仿,MJ文字図形名,MJ006557,NULL
仿,戸籍統一文字番号,005150,NULL
仿,住基ネット統一文字コード,J+4EFF,NULL
伃,Unicode,U+4F03,NULL
伃,JIS X 0213,1-14-11,面区点番号
伃,Shift_JIS-2004,87A9,NULL
伃,MJ文字図形名,MJ006562,NULL
伃,戸籍統一文字番号,005180,NULL
伃,住基ネット統一文字コード,J+4F03,NULL
佒,Unicode,U+4F52,NULL
佒,JIS X 0213,-,NULL
佒,Shift_JIS-2004,-,NULL
佒,MJ文字図形名,MJ006636,NULL
佒,戸籍統一文字番号,006090,NULL
佒,住基ネット統一文字コード,J+4F52,NULL
佉,Unicode,U+4F49,NULL
佉,JIS X 0213,1-14-15,面区点番号
佉,Shift_JIS-2004,87AD,NULL
佉,MJ文字図形名,MJ006626,NULL
佉,戸籍統一文字番号,006000,NULL
佉,住基ネット統一文字コード,J+4F49,NULL
佀,Unicode,U+4F40,NULL
佀,JIS X 0213,-,NULL
佀,Shift_JIS-2004,-,NULL
佀,MJ文字図形名,MJ006616,NULL
佀,MJ文字図形名,MJ006617,NULL
佀,戸籍統一文字番号,005900,MJ006616
佀,戸籍統一文字番号,006480,MJ006617
佀,住基ネット統一文字コード,J+4F40,MJ006616
佀,住基ネット統一文字コード,J+AD52,MJ006617
伲,Unicode,U+4F32,NULL
伲,JIS X 0213,-,NULL
伲,Shift_JIS-2004,-,NULL
伲,MJ文字図形名,MJ006598,NULL
伲,戸籍統一文字番号,005740,NULL
伲,住基ネット統一文字コード,J+4F32,NULL
伱,Unicode,U+4F31,NULL
伱,JIS X 0213,-,NULL
伱,Shift_JIS-2004,-,NULL
伱,MJ文字図形名,MJ006597,NULL
伱,戸籍統一文字番号,005710,NULL
伱,住基ネット統一文字コード,J+4F31,NULL
儞,Unicode,U+511E,NULL
儞,JIS X 0213,1-14-45,面区点番号
儞,Shift_JIS-2004,87CB,NULL
儞,MJ文字図形名,MJ007164,NULL
儞,戸籍統一文字番号,014400,NULL
儞,住基ネット統一文字コード,J+511E,NULL
你,Unicode,U+4F60,NULL
你,JIS X 0213,1-14-13,面区点番号
你,Shift_JIS-2004,87AB,NULL
你,MJ文字図形名,MJ006651,NULL
你,MJ文字図形名,MJ006652,NULL
你,MJ文字図形名,MJ059316,NULL
你,戸籍統一文字番号,005720,MJ006651
你,戸籍統一文字番号,005730,MJ006652
你,住基ネット統一文字コード,J+4F60,MJ006651
你,住基ネット統一文字コード,J+AD4F,MJ006652
你,住基ネット統一文字コード,J+AD50,MJ059316
佘,Unicode,U+4F58,NULL
佘,JIS X 0213,2-01-37,面区点番号
佘,Shift_JIS-2004,F064,NULL
佘,MJ文字図形名,MJ006643,NULL
佘,戸籍統一文字番号,006150,NULL
佘,住基ネット統一文字コード,J+4F58,NULL
伹,Unicode,U+4F39,NULL
伹,JIS X 0213,-,NULL
伹,Shift_JIS-2004,-,NULL
伹,MJ文字図形名,MJ006609,NULL
伹,戸籍統一文字番号,005830,NULL
伹,住基ネット統一文字コード,J+4F39,NULL
佋,Unicode,U+4F4B,NULL
佋,JIS X 0213,-,NULL
佋,Shift_JIS-2004,-,NULL
佋,MJ文字図形名,MJ006628,NULL
佋,戸籍統一文字番号,006020,NULL
佋,住基ネット統一文字コード,J+4F4B,NULL
佂,Unicode,U+4F42,NULL
佂,JIS X 0213,-,NULL
佂,Shift_JIS-2004,-,NULL
佂,MJ文字図形名,MJ006619,NULL
佂,戸籍統一文字番号,005920,NULL
佂,住基ネット統一文字コード,J+4F42,NULL
伳,Unicode,U+4F33,NULL
伳,JIS X 0213,-,NULL
伳,Shift_JIS-2004,-,NULL
伳,MJ文字図形名,MJ006599,NULL
伳,MJ文字図形名,MJ006600,NULL
伳,戸籍統一文字番号,005750,MJ006599
伳,戸籍統一文字番号,006550,MJ006600
伳,住基ネット統一文字コード,J+4F33,MJ006599
骵,Unicode,U+9AB5,NULL
骵,JIS X 0213,-,NULL
骵,Shift_JIS-2004,-,NULL
骵,MJ文字図形名,MJ028861,NULL
骵,戸籍統一文字番号,511560,NULL
骵,住基ネット統一文字コード,J+9AB5,NULL
佁,Unicode,U+4F41,NULL
佁,JIS X 0213,-,NULL
佁,Shift_JIS-2004,-,NULL
佁,MJ文字図形名,MJ006618,NULL
佁,戸籍統一文字番号,005910,NULL
佁,住基ネット統一文字コード,-,NULL
仾,Unicode,U+4EFE,NULL
仾,JIS X 0213,-,NULL
仾,Shift_JIS-2004,-,NULL
仾,MJ文字図形名,MJ006556,NULL
仾,戸籍統一文字番号,005140,NULL
仾,住基ネット統一文字コード,J+4EFE,NULL
佔,Unicode,U+4F54,NULL
佔,JIS X 0213,2-01-36,面区点番号
佔,Shift_JIS-2004,F063,NULL
佔,MJ文字図形名,MJ006639,NULL
佔,戸籍統一文字番号,006110,NULL
佔,住基ネット統一文字コード,J+4F54,NULL
伮,Unicode,U+4F2E,NULL
伮,JIS X 0213,-,NULL
伮,Shift_JIS-2004,-,NULL
伮,MJ文字図形名,MJ006594,NULL
伮,戸籍統一文字番号,005660,NULL
伮,住基ネット統一文字コード,J+4F2E,NULL
佟,Unicode,U+4F5F,NULL
佟,JIS X 0213,1-14-17,面区点番号
佟,Shift_JIS-2004,87AF,NULL
佟,MJ文字図形名,MJ006650,NULL
佟,戸籍統一文字番号,006230,NULL
佟,住基ネット統一文字コード,J+4F5F,NULL
伾,Unicode,U+4F3E,NULL
伾,JIS X 0213,2-01-35,面区点番号
伾,Shift_JIS-2004,F062,NULL
伾,MJ文字図形名,MJ006614,NULL
伾,戸籍統一文字番号,005880,NULL
伾,住基ネット統一文字コード,J+4F3E,NULL
佖,Unicode,U+4F56,NULL
佖,JIS X 0213,1-14-16,面区点番号
佖,Shift_JIS-2004,87AE,NULL
佖,MJ文字図形名,MJ006641,NULL
佖,戸籍統一文字番号,006130,NULL
佖,住基ネット統一文字コード,J+4F56,NULL
佈,Unicode,U+4F48,NULL
佈,JIS X 0213,1-14-14,面区点番号
佈,Shift_JIS-2004,87AC,NULL
佈,MJ文字図形名,MJ006625,NULL
佈,戸籍統一文字番号,005980,NULL
佈,住基ネット統一文字コード,J+4F48,NULL
伻,Unicode,U+4F3B,NULL
伻,JIS X 0213,-,NULL
伻,Shift_JIS-2004,-,NULL
伻,MJ文字図形名,MJ006611,NULL
伻,戸籍統一文字番号,005850,NULL
伻,住基ネット統一文字コード,J+4F3B,NULL
佤,Unicode,U+4F64,NULL
佤,JIS X 0213,2-01-33,面区点番号
佤,Shift_JIS-2004,F060,NULL
佤,MJ文字図形名,MJ006656,NULL
佤,戸籍統一文字番号,006470,NULL
佤,住基ネット統一文字コード,J+4F64,NULL
侒,Unicode,U+4F92,NULL
侒,JIS X 0213,2-01-45,面区点番号
侒,Shift_JIS-2004,F06C,NULL
侒,MJ文字図形名,MJ006707,NULL
侒,戸籍統一文字番号,007070,NULL
侒,住基ネット統一文字コード,J+4F92,NULL
侇,Unicode,U+4F87,NULL
侇,JIS X 0213,-,NULL
侇,Shift_JIS-2004,-,NULL
侇,MJ文字図形名,MJ006696,NULL
侇,戸籍統一文字番号,006940,NULL
侇,住基ネット統一文字コード,-,NULL
佾,Unicode,U+4F7E,NULL
佾,JIS X 0213,1-14-20,面区点番号
佾,Shift_JIS-2004,87B2,NULL
佾,MJ文字図形名,MJ006685,NULL
佾,MJ文字図形名,MJ006686,NULL
佾,戸籍統一文字番号,007550,MJ006685
佾,住基ネット統一文字コード,J+AD5C,MJ006685
佾,住基ネット統一文字コード,J+4F7E,MJ006686
㑊,Unicode,U+344A,NULL
㑊,JIS X 0213,-,NULL
㑊,Shift_JIS-2004,-,NULL
㑊,MJ文字図形名,MJ000054,NULL
㑊,戸籍統一文字番号,006730,NULL
㑊,住基ネット統一文字コード,-,NULL
㑌,Unicode,U+344C,NULL
㑌,JIS X 0213,-,NULL
㑌,Shift_JIS-2004,-,NULL
㑌,MJ文字図形名,MJ000056,NULL
㑌,戸籍統一文字番号,006960,NULL
㑌,住基ネット統一文字コード,-,NULL
侉,Unicode,U+4F89,NULL
侉,JIS X 0213,-,NULL
侉,Shift_JIS-2004,-,NULL
侉,MJ文字図形名,MJ006698,NULL
侉,MJ文字図形名,MJ056918,NULL
侉,戸籍統一文字番号,006970,MJ006698
侉,戸籍統一文字番号,007490,MJ056918
侉,住基ネット統一文字コード,J+4F89,MJ006698
佪,Unicode,U+4F6A,NULL
佪,JIS X 0213,1-14-18,面区点番号
佪,Shift_JIS-2004,87B0,NULL
佪,MJ文字図形名,MJ006659,NULL
佪,MJ文字図形名,MJ006660,NULL
佪,戸籍統一文字番号,006590,MJ006659
佪,戸籍統一文字番号,008520,MJ006660
佪,住基ネット統一文字コード,J+4F6A,MJ006659
侅,Unicode,U+4F85,NULL
侅,JIS X 0213,2-01-44,面区点番号
侅,Shift_JIS-2004,F06B,NULL
侅,MJ文字図形名,MJ006694,NULL
侅,戸籍統一文字番号,006920,NULL
侅,住基ネット統一文字コード,J+4F85,NULL
佸,Unicode,U+4F78,NULL
佸,JIS X 0213,2-01-40,面区点番号
佸,Shift_JIS-2004,F067,NULL
佸,MJ文字図形名,MJ006676,NULL
佸,戸籍統一文字番号,006770,NULL
佸,住基ネット統一文字コード,J+4F78,NULL
偘,Unicode,U+5058,NULL
偘,JIS X 0213,-,NULL
偘,Shift_JIS-2004,-,NULL
偘,MJ文字図形名,MJ006918,NULL
偘,戸籍統一文字番号,010040,NULL
偘,住基ネット統一文字コード,-,NULL
佹,Unicode,U+4F79,NULL
佹,JIS X 0213,-,NULL
佹,Shift_JIS-2004,-,NULL
佹,MJ文字図形名,MJ006677,NULL
佹,戸籍統一文字番号,006790,NULL
佹,住基ネット統一文字コード,J+4F79,NULL
侐,Unicode,U+4F90,NULL
侐,JIS X 0213,-,NULL
侐,Shift_JIS-2004,-,NULL
侐,MJ文字図形名,MJ006705,NULL
侐,戸籍統一文字番号,007050,NULL
侐,住基ネット統一文字コード,J+4F90,NULL
伵,Unicode,U+4F35,NULL
伵,JIS X 0213,-,NULL
伵,Shift_JIS-2004,-,NULL
伵,MJ文字図形名,MJ006603,NULL
伵,戸籍統一文字番号,005780,NULL
伵,住基ネット統一文字コード,J+4F35,NULL
侀,Unicode,U+4F80,NULL
侀,JIS X 0213,-,NULL
侀,Shift_JIS-2004,-,NULL
侀,MJ文字図形名,MJ006689,NULL
侀,戸籍統一文字番号,006860,NULL
侀,住基ネット統一文字コード,-,NULL
侊,Unicode,U+4F8A,NULL
侊,JIS X 0213,1-14-21,面区点番号
侊,Shift_JIS-2004,87B3,NULL
侊,MJ文字図形名,MJ006699,NULL
侊,戸籍統一文字番号,006980,NULL
侊,住基ネット統一文字コード,J+4F8A,NULL
佷,Unicode,U+4F77,NULL
佷,JIS X 0213,2-01-39,面区点番号
佷,Shift_JIS-2004,F066,NULL
佷,MJ文字図形名,MJ006675,NULL
佷,戸籍統一文字番号,006760,NULL
佷,住基ネット統一文字コード,J+4F77,NULL
佮,Unicode,U+4F6E,NULL
佮,JIS X 0213,-,NULL
佮,Shift_JIS-2004,-,NULL
佮,MJ文字図形名,MJ006665,NULL
佮,戸籍統一文字番号,006650,NULL
佮,住基ネット統一文字コード,J+4F6E,NULL
佽,Unicode,U+4F7D,NULL
佽,JIS X 0213,2-01-42,面区点番号
佽,Shift_JIS-2004,F069,NULL
佽,MJ文字図形名,MJ006683,NULL
佽,MJ文字図形名,MJ006684,NULL
佽,戸籍統一文字番号,006840,MJ006683
佽,住基ネット統一文字コード,J+4F7D,MJ006683
佽,住基ネット統一文字コード,J+AD5B,MJ006684
佌,Unicode,U+4F4C,NULL
佌,JIS X 0213,-,NULL
佌,Shift_JIS-2004,-,NULL
佌,MJ文字図形名,MJ006629,NULL
佌,戸籍統一文字番号,006030,NULL
佌,住基ネット統一文字コード,J+4F4C,NULL
佴,Unicode,U+4F74,NULL
佴,JIS X 0213,-,NULL
佴,Shift_JIS-2004,-,NULL
佴,MJ文字図形名,MJ006671,NULL
佴,戸籍統一文字番号,007540,NULL
佴,住基ネット統一文字コード,-,NULL
侄,Unicode,U+4F84,NULL
侄,JIS X 0213,-,NULL
侄,Shift_JIS-2004,-,NULL
侄,MJ文字図形名,MJ006693,NULL
侄,戸籍統一文字番号,006910,NULL
侄,住基ネット統一文字コード,J+4F84,NULL
侚,Unicode,U+4F9A,NULL
侚,JIS X 0213,2-01-46,面区点番号
侚,Shift_JIS-2004,F06D,NULL
侚,MJ文字図形名,MJ006715,NULL
侚,戸籍統一文字番号,007160,NULL
侚,住基ネット統一文字コード,J+4F9A,NULL
侞,Unicode,U+4F9E,NULL
侞,JIS X 0213,-,NULL
侞,Shift_JIS-2004,-,NULL
侞,MJ文字図形名,MJ006720,NULL
侞,戸籍統一文字番号,007220,NULL
侞,住基ネット統一文字コード,J+4F9E,NULL
侁,Unicode,U+4F81,NULL
侁,JIS X 0213,-,NULL
侁,Shift_JIS-2004,-,NULL
侁,MJ文字図形名,MJ006690,NULL
侁,戸籍統一文字番号,006870,NULL
侁,住基ネット統一文字コード,J+4F81,NULL
佺,Unicode,U+4F7A,NULL
佺,JIS X 0213,2-01-41,面区点番号
佺,Shift_JIS-2004,F068,NULL
佺,MJ文字図形名,MJ006678,NULL
佺,MJ文字図形名,MJ006679,NULL
佺,戸籍統一文字番号,006810,MJ006678
佺,住基ネット統一文字コード,J+4F7A,MJ006678
佺,住基ネット統一文字コード,J+AD5A,MJ006679
侟,Unicode,U+4F9F,NULL
侟,JIS X 0213,-,NULL
侟,Shift_JIS-2004,-,NULL
侟,MJ文字図形名,MJ006721,NULL
侟,戸籍統一文字番号,007250,NULL
侟,住基ネット統一文字コード,J+4F9F,NULL
侂,Unicode,U+4F82,NULL
侂,JIS X 0213,2-01-43,面区点番号
侂,Shift_JIS-2004,F06A,NULL
侂,MJ文字図形名,MJ006691,NULL
侂,戸籍統一文字番号,006880,NULL
侂,住基ネット統一文字コード,J+4F82,NULL
侜,Unicode,U+4F9C,NULL
侜,JIS X 0213,-,NULL
侜,Shift_JIS-2004,-,NULL
侜,MJ文字図形名,MJ006717,NULL
侜,MJ文字図形名,MJ006718,NULL
侜,戸籍統一文字番号,007180,MJ006717
侜,住基ネット統一文字コード,J+4F9C,MJ006717
侜,住基ネット統一文字コード,J+AD5F,MJ006718
侙,Unicode,U+4F99,NULL
侙,JIS X 0213,-,NULL
侙,Shift_JIS-2004,-,NULL
侙,MJ文字図形名,MJ006714,NULL
侙,戸籍統一文字番号,007150,NULL
侙,住基ネット統一文字コード,J+4F99,NULL
侗,Unicode,U+4F97,NULL
侗,JIS X 0213,1-14-23,面区点番号
侗,Shift_JIS-2004,87B5,NULL
侗,MJ文字図形名,MJ006712,NULL
侗,戸籍統一文字番号,007130,NULL
侗,住基ネット統一文字コード,J+4F97,NULL
㑄,Unicode,U+3444,NULL
㑄,JIS X 0213,-,NULL
㑄,Shift_JIS-2004,-,NULL
㑄,MJ文字図形名,MJ000050,NULL
㑄,戸籍統一文字番号,005990,NULL
㑄,住基ネット統一文字コード,-,NULL
倂,Unicode,U+5002,NULL
倂,JIS X 0213,1-14-28,面区点番号
倂,Shift_JIS-2004,87BA,NULL
倂,MJ文字図形名,MJ006815,NULL
倂,MJ文字図形名,MJ006816,NULL
倂,戸籍統一文字番号,008820,MJ006815
倂,住基ネット統一文字コード,J+AD79,MJ006815
倂,住基ネット統一文字コード,J+5002,MJ006816
侔,Unicode,U+4F94,NULL
侔,JIS X 0213,1-14-22,面区点番号
侔,Shift_JIS-2004,87B4,NULL
侔,MJ文字図形名,MJ006709,NULL
侔,戸籍統一文字番号,007090,NULL
侔,住基ネット統一文字コード,J+4F94,NULL
佬,Unicode,U+4F6C,NULL
佬,JIS X 0213,1-14-19,面区点番号
佬,Shift_JIS-2004,87B1,NULL
佬,MJ文字図形名,MJ006662,NULL
佬,戸籍統一文字番号,006620,NULL
佬,住基ネット統一文字コード,J+4F6C,NULL
侓,Unicode,U+4F93,NULL
侓,JIS X 0213,-,NULL
侓,Shift_JIS-2004,-,NULL
侓,MJ文字図形名,MJ006708,NULL
侓,戸籍統一文字番号,007080,NULL
侓,住基ネット統一文字コード,J+4F93,NULL
俙,Unicode,U+4FD9,NULL
俙,JIS X 0213,-,NULL
俙,Shift_JIS-2004,-,NULL
俙,MJ文字図形名,MJ006778,NULL
俙,戸籍統一文字番号,008210,NULL
俙,住基ネット統一文字コード,-,NULL
俅,Unicode,U+4FC5,NULL
俅,JIS X 0213,2-01-50,面区点番号
俅,Shift_JIS-2004,F071,NULL
俅,MJ文字図形名,MJ006756,NULL
俅,戸籍統一文字番号,007930,NULL
俅,住基ネット統一文字コード,J+4FC5,NULL
俇,Unicode,U+4FC7,NULL
俇,JIS X 0213,-,NULL
俇,Shift_JIS-2004,-,NULL
俇,MJ文字図形名,MJ006758,NULL
俇,戸籍統一文字番号,007950,NULL
俇,住基ネット統一文字コード,-,NULL
侷,Unicode,U+4FB7,NULL
侷,JIS X 0213,-,NULL
侷,Shift_JIS-2004,-,NULL
侷,MJ文字図形名,MJ006739,NULL
侷,戸籍統一文字番号,007730,NULL
侷,住基ネット統一文字コード,J+4FB7,NULL
俁,Unicode,U+4FC1,NULL
俁,JIS X 0213,-,NULL
俁,Shift_JIS-2004,-,NULL
俁,MJ文字図形名,MJ006752,NULL
俁,戸籍統一文字番号,007870,NULL
俁,住基ネット統一文字コード,J+4FC1,NULL
㑨,Unicode,U+3468,NULL
㑨,JIS X 0213,2-01-62,面区点番号
㑨,Shift_JIS-2004,F07D,NULL
㑨,MJ文字図形名,MJ000078,NULL
㑨,戸籍統一文字番号,009570,NULL
㑨,住基ネット統一文字コード,J+3468,NULL
俓,Unicode,U+4FD3,NULL
俓,JIS X 0213,-,NULL
俓,Shift_JIS-2004,-,NULL
俓,MJ文字図形名,MJ006772,NULL
俓,戸籍統一文字番号,008100,NULL
俓,住基ネット統一文字コード,J+4FD3,NULL
俉,Unicode,U+4FC9,NULL
俉,JIS X 0213,1-14-25,面区点番号
俉,Shift_JIS-2004,87B7,NULL
俉,MJ文字図形名,MJ006761,NULL
俉,戸籍統一文字番号,007980,NULL
俉,住基ネット統一文字コード,J+4FC9,NULL
矦,Unicode,U+77E6,NULL
矦,JIS X 0213,2-82-22,面区点番号
矦,Shift_JIS-2004,F6B4,NULL
矦,MJ文字図形名,MJ018398,NULL
矦,戸籍統一文字番号,267510,NULL
矦,住基ネット統一文字コード,J+77E6,NULL
侾,Unicode,U+4FBE,NULL
侾,JIS X 0213,2-01-49,面区点番号
侾,Shift_JIS-2004,F070,NULL
侾,MJ文字図形名,MJ006748,NULL
侾,戸籍統一文字番号,007830,NULL
侾,住基ネット統一文字コード,J+4FBE,NULL
俈,Unicode,U+4FC8,NULL
俈,JIS X 0213,-,NULL
俈,Shift_JIS-2004,-,NULL
俈,MJ文字図形名,MJ006759,NULL
俈,戸籍統一文字番号,007970,NULL
俈,住基ネット統一文字コード,J+4FC8,NULL
嚳,Unicode,U+56B3,NULL
嚳,JIS X 0213,1-15-30,面区点番号
嚳,Shift_JIS-2004,885D,NULL
嚳,MJ文字図形名,MJ008771,NULL
嚳,戸籍統一文字番号,052420,NULL
嚳,住基ネット統一文字コード,J+56B3,NULL
悓,Unicode,U+6093,NULL
悓,JIS X 0213,-,NULL
悓,Shift_JIS-2004,-,NULL
悓,MJ文字図形名,MJ011590,NULL
悓,戸籍統一文字番号,120030,NULL
悓,住基ネット統一文字コード,J+6093,NULL
俒,Unicode,U+4FD2,NULL
俒,JIS X 0213,2-01-53,面区点番号
俒,Shift_JIS-2004,F074,NULL
俒,MJ文字図形名,MJ006771,NULL
俒,戸籍統一文字番号,008090,NULL
俒,住基ネット統一文字コード,J+4FD2,NULL
侳,Unicode,U+4FB3,NULL
侳,JIS X 0213,-,NULL
侳,Shift_JIS-2004,-,NULL
侳,MJ文字図形名,MJ006734,NULL
侳,戸籍統一文字番号,007690,NULL
侳,住基ネット統一文字コード,-,NULL
侸,Unicode,U+4FB8,NULL
侸,JIS X 0213,-,NULL
侸,Shift_JIS-2004,-,NULL
侸,MJ文字図形名,MJ006740,NULL
侸,戸籍統一文字番号,007740,NULL
侸,住基ネット統一文字コード,-,NULL
俆,Unicode,U+4FC6,NULL
俆,JIS X 0213,-,NULL
俆,Shift_JIS-2004,-,NULL
俆,MJ文字図形名,MJ006757,NULL
俆,戸籍統一文字番号,007940,NULL
俆,住基ネット統一文字コード,J+4FC6,NULL
俏,Unicode,U+4FCF,NULL
俏,JIS X 0213,2-01-52,面区点番号
俏,Shift_JIS-2004,F073,NULL
俏,MJ文字図形名,MJ006768,NULL
俏,戸籍統一文字番号,008050,NULL
俏,住基ネット統一文字コード,J+4FCF,NULL
孞,Unicode,U+5B5E,NULL
孞,JIS X 0213,-,NULL
孞,Shift_JIS-2004,-,NULL
孞,MJ文字図形名,MJ010065,NULL
孞,戸籍統一文字番号,079120,NULL
孞,住基ネット統一文字コード,J+5B5E,NULL
㑴,Unicode,U+3474,NULL
㑴,JIS X 0213,-,NULL
㑴,Shift_JIS-2004,-,NULL
㑴,MJ文字図形名,MJ000084,NULL
㑴,戸籍統一文字番号,010920,NULL
㑴,住基ネット統一文字コード,-,NULL
侲,Unicode,U+4FB2,NULL
侲,JIS X 0213,2-01-48,面区点番号
侲,Shift_JIS-2004,F06F,NULL
侲,MJ文字図形名,MJ006733,NULL
侲,戸籍統一文字番号,007660,NULL
侲,住基ネット統一文字コード,J+4FB2,NULL
㑗,Unicode,U+3457,NULL
㑗,JIS X 0213,-,NULL
㑗,Shift_JIS-2004,-,NULL
㑗,MJ文字図形名,MJ000064,NULL
㑗,戸籍統一文字番号,007570,NULL
㑗,住基ネット統一文字コード,-,NULL
俀,Unicode,U+4FC0,NULL
俀,JIS X 0213,-,NULL
俀,Shift_JIS-2004,-,NULL
俀,MJ文字図形名,MJ006751,NULL
俀,戸籍統一文字番号,007850,NULL
俀,住基ネット統一文字コード,J+4FC0,NULL
侻,Unicode,U+4FBB,NULL
侻,JIS X 0213,-,NULL
侻,Shift_JIS-2004,-,NULL
侻,MJ文字図形名,MJ006744,NULL
侻,戸籍統一文字番号,007780,NULL
侻,住基ネット統一文字コード,J+4FBB,NULL
俋,Unicode,U+4FCB,NULL
俋,JIS X 0213,2-01-51,面区点番号
俋,Shift_JIS-2004,F072,NULL
俋,MJ文字図形名,MJ006764,NULL
俋,戸籍統一文字番号,008000,NULL
